po_id,supplier_id,product_id,warehouse_id,order_date,expected_arrival_date,actual_arrival_date,ordered_units,received_units,late_delivery_flag
PO-00010358,SUP-008,SKU-0072,WH-LIS,2024-11-22,2024-12-05,2024-12-12,1317,1317,1
PO-00010359,SUP-008,SKU-0072,WH-LIS,2025-02-18,2025-03-03,2025-03-04,1302,1280,1
PO-00010360,SUP-008,SKU-0072,WH-LIS,2025-05-16,2025-05-29,2025-06-07,1301,1301,1
PO-00010361,SUP-008,SKU-0072,WH-LIS,2025-08-09,2025-08-22,2025-08-22,1309,1286,0
PO-00010362,SUP-008,SKU-0072,WH-LIS,2025-11-02,2025-11-15,2025-11-12,1301,1266,0
PO-00010363,SUP-008,SKU-0072,WH-PORTO,2024-03-17,2024-03-30,2024-03-30,835,820,0
PO-00010364,SUP-008,SKU-0072,WH-PORTO,2024-05-31,2024-06-13,2024-06-12,835,831,0
PO-00010365,SUP-008,SKU-0072,WH-PORTO,2024-08-16,2024-08-29,2024-08-29,838,821,0
PO-00010366,SUP-008,SKU-0072,WH-PORTO,2024-11-08,2024-11-21,2024-11-19,835,835,0
PO-00010367,SUP-008,SKU-0072,WH-PORTO,2025-01-21,2025-02-03,2025-02-03,835,829,0
PO-00010368,SUP-008,SKU-0072,WH-PORTO,2025-04-16,2025-04-29,2025-04-30,832,824,1
PO-00010369,SUP-008,SKU-0072,WH-PORTO,2025-07-06,2025-07-19,2025-07-16,834,805,0
PO-00010370,SUP-008,SKU-0072,WH-PORTO,2025-09-14,2025-09-27,2025-09-23,832,828,0
PO-00010371,SUP-008,SKU-0072,WH-PORTO,2025-11-28,2025-12-11,2025-12-16,837,808,1
PO-00010372,SUP-008,SKU-0072,WH-MAD,2024-02-27,2024-03-11,2024-03-12,872,843,1
PO-00010373,SUP-008,SKU-0072,WH-MAD,2024-05-08,2024-05-21,2024-05-20,868,855,0
PO-00010374,SUP-008,SKU-0072,WH-MAD,2024-07-15,2024-07-28,2024-07-24,879,874,0
PO-00010375,SUP-008,SKU-0072,WH-MAD,2024-10-02,2024-10-15,2024-10-15,871,871,0
PO-00010376,SUP-008,SKU-0072,WH-MAD,2024-12-13,2024-12-26,2024-12-25,868,843,0
PO-00010377,SUP-008,SKU-0072,WH-MAD,2025-02-21,2025-03-06,2025-03-09,867,843,1
PO-00010378,SUP-008,SKU-0072,WH-MAD,2025-05-10,2025-05-23,2025-05-20,870,870,0
PO-00010379,SUP-008,SKU-0072,WH-MAD,2025-07-22,2025-08-04,2025-08-09,869,801,1
PO-00010380,SUP-008,SKU-0072,WH-MAD,2025-09-22,2025-10-05,2025-10-13,874,867,1
PO-00010381,SUP-008,SKU-0072,WH-MAD,2025-12-05,2025-12-18,2025-12-19,869,849,1
PO-00010382,SUP-008,SKU-0072,WH-LYON,2024-03-18,2024-03-31,2024-04-03,662,644,1
PO-00010383,SUP-008,SKU-0072,WH-LYON,2024-05-30,2024-06-12,2024-06-16,664,654,1
PO-00010384,SUP-008,SKU-0072,WH-LYON,2024-08-03,2024-08-16,2024-08-15,656,644,0
PO-00010385,SUP-008,SKU-0072,WH-LYON,2024-10-10,2024-10-23,2024-10-25,655,629,1
PO-00010386,SUP-008,SKU-0072,WH-LYON,2024-12-12,2024-12-25,2024-12-26,662,662,1
PO-00010387,SUP-008,SKU-0072,WH-LYON,2025-02-20,2025-03-05,2025-03-05,656,642,0
PO-00010388,SUP-008,SKU-0072,WH-LYON,2025-04-30,2025-05-13,2025-05-14,660,659,1
PO-00010389,SUP-008,SKU-0072,WH-LYON,2025-07-05,2025-07-18,2025-07-19,657,648,1
PO-00010390,SUP-008,SKU-0072,WH-LYON,2025-09-12,2025-09-25,2025-09-23,654,647,0
PO-00010391,SUP-008,SKU-0072,WH-LYON,2025-11-21,2025-12-04,2025-12-05,655,628,1
PO-00010392,SUP-001,SKU-0073,WH-LIS,2024-01-26,2024-02-14,2024-02-19,985,985,1
PO-00010393,SUP-001,SKU-0073,WH-LIS,2024-03-10,2024-03-29,2024-04-04,953,896,1
PO-00010394,SUP-001,SKU-0073,WH-LIS,2024-04-17,2024-05-06,2024-05-04,975,967,0
PO-00010395,SUP-001,SKU-0073,WH-LIS,2024-05-23,2024-06-11,2024-06-21,965,877,1
PO-00010396,SUP-001,SKU-0073,WH-LIS,2024-07-03,2024-07-22,2024-07-13,961,961,0
PO-00010397,SUP-001,SKU-0073,WH-LIS,2024-08-07,2024-08-26,2024-08-27,948,865,1
PO-00010398,SUP-001,SKU-0073,WH-LIS,2024-09-10,2024-09-29,2024-10-02,952,952,1
PO-00010399,SUP-001,SKU-0073,WH-LIS,2024-10-18,2024-11-06,2024-11-14,960,934,1
PO-00010400,SUP-001,SKU-0073,WH-LIS,2024-11-29,2024-12-18,2024-12-17,967,814,0
PO-00010401,SUP-001,SKU-0073,WH-LIS,2024-12-27,2025-01-15,2025-01-19,946,827,1
PO-00010402,SUP-001,SKU-0073,WH-LIS,2025-02-01,2025-02-20,2025-02-20,954,835,0
PO-00010403,SUP-001,SKU-0073,WH-LIS,2025-03-11,2025-03-30,2025-04-01,962,950,1
PO-00010404,SUP-001,SKU-0073,WH-LIS,2025-04-17,2025-05-06,2025-05-02,969,840,0
PO-00010405,SUP-001,SKU-0073,WH-LIS,2025-05-21,2025-06-09,2025-06-06,958,858,0
PO-00010406,SUP-001,SKU-0073,WH-LIS,2025-06-23,2025-07-12,2025-07-18,988,950,1
PO-00010407,SUP-001,SKU-0073,WH-LIS,2025-08-03,2025-08-22,2025-09-08,954,882,1
PO-00010408,SUP-001,SKU-0073,WH-LIS,2025-09-20,2025-10-09,2025-10-07,960,910,0
PO-00010409,SUP-001,SKU-0073,WH-LIS,2025-10-22,2025-11-10,2025-11-01,962,931,0
PO-00010410,SUP-001,SKU-0073,WH-LIS,2025-11-24,2025-12-13,2025-11-25,962,868,0
PO-00010411,SUP-001,SKU-0073,WH-LIS,2025-12-22,2026-01-10,2026-01-15,973,845,1
PO-00010412,SUP-001,SKU-0073,WH-PORTO,2024-01-20,2024-02-08,2024-02-19,872,776,1
PO-00010413,SUP-001,SKU-0073,WH-PORTO,2024-03-13,2024-04-01,2024-04-16,872,872,1
PO-00010414,SUP-001,SKU-0073,WH-PORTO,2024-05-12,2024-05-31,2024-05-22,872,856,0
PO-00010415,SUP-001,SKU-0073,WH-PORTO,2024-06-22,2024-07-11,2024-07-08,872,859,0
PO-00010416,SUP-001,SKU-0073,WH-PORTO,2024-07-31,2024-08-19,2024-08-21,872,726,1
PO-00010417,SUP-001,SKU-0073,WH-PORTO,2024-09-08,2024-09-27,2024-09-20,872,734,0
PO-00010418,SUP-001,SKU-0073,WH-PORTO,2024-10-17,2024-11-05,2024-11-15,872,727,1
PO-00010419,SUP-001,SKU-0073,WH-PORTO,2024-12-02,2024-12-21,2024-12-23,872,787,1
PO-00010420,SUP-001,SKU-0073,WH-PORTO,2025-01-11,2025-01-30,2025-02-08,872,801,1
PO-00010421,SUP-001,SKU-0073,WH-PORTO,2025-03-03,2025-03-22,2025-03-21,872,843,0
PO-00010422,SUP-001,SKU-0073,WH-PORTO,2025-04-14,2025-05-03,2025-05-03,872,870,0
PO-00010423,SUP-001,SKU-0073,WH-PORTO,2025-05-26,2025-06-14,2025-06-28,872,745,1
PO-00010424,SUP-001,SKU-0073,WH-PORTO,2025-07-17,2025-08-05,2025-07-25,872,807,0
PO-00010425,SUP-001,SKU-0073,WH-PORTO,2025-08-21,2025-09-09,2025-09-13,872,785,1
PO-00010426,SUP-001,SKU-0073,WH-PORTO,2025-10-04,2025-10-23,2025-10-22,872,697,0
PO-00010427,SUP-001,SKU-0073,WH-PORTO,2025-11-10,2025-11-29,2025-11-22,872,793,0
PO-00010428,SUP-001,SKU-0073,WH-PORTO,2025-12-13,2026-01-01,2026-01-03,872,850,1
PO-00010429,SUP-001,SKU-0073,WH-MAD,2024-02-01,2024-02-20,2024-02-25,872,872,1
PO-00010430,SUP-001,SKU-0073,WH-MAD,2024-03-17,2024-04-05,2024-03-31,872,816,0
PO-00010431,SUP-001,SKU-0073,WH-MAD,2024-04-18,2024-05-07,2024-05-12,872,753,1
PO-00010432,SUP-001,SKU-0073,WH-MAD,2024-05-31,2024-06-19,2024-06-10,872,835,0
PO-00010433,SUP-001,SKU-0073,WH-MAD,2024-06-30,2024-07-19,2024-08-03,872,823,1
PO-00010434,SUP-001,SKU-0073,WH-MAD,2024-08-19,2024-09-07,2024-09-19,872,848,1
PO-00010435,SUP-001,SKU-0073,WH-MAD,2024-10-04,2024-10-23,2024-10-26,872,823,1
PO-00010436,SUP-001,SKU-0073,WH-MAD,2024-11-15,2024-12-04,2024-12-05,872,766,1
PO-00010437,SUP-001,SKU-0073,WH-MAD,2024-12-17,2025-01-05,2024-12-31,872,789,0
PO-00010438,SUP-001,SKU-0073,WH-MAD,2025-01-15,2025-02-03,2025-01-28,872,833,0
PO-00010439,SUP-001,SKU-0073,WH-MAD,2025-02-22,2025-03-13,2025-03-01,872,827,0
PO-00010440,SUP-001,SKU-0073,WH-MAD,2025-04-02,2025-04-21,2025-04-15,872,840,0
PO-00010441,SUP-001,SKU-0073,WH-MAD,2025-05-09,2025-05-28,2025-05-27,872,763,0
PO-00010442,SUP-001,SKU-0073,WH-MAD,2025-06-14,2025-07-03,2025-06-15,872,847,0
PO-00010443,SUP-001,SKU-0073,WH-MAD,2025-07-14,2025-08-02,2025-07-25,872,872,0
PO-00010444,SUP-001,SKU-0073,WH-MAD,2025-08-16,2025-09-04,2025-09-04,872,825,0
PO-00010445,SUP-001,SKU-0073,WH-MAD,2025-09-24,2025-10-13,2025-10-24,872,811,1
PO-00010446,SUP-001,SKU-0073,WH-MAD,2025-11-14,2025-12-03,2025-12-01,872,868,0
PO-00010447,SUP-001,SKU-0073,WH-MAD,2025-12-20,2026-01-08,2026-01-12,872,764,1
PO-00010448,SUP-001,SKU-0073,WH-LYON,2024-01-13,2024-02-01,2024-01-29,872,726,0
PO-00010449,SUP-001,SKU-0073,WH-LYON,2024-03-01,2024-03-20,2024-03-21,872,830,1
PO-00010450,SUP-001,SKU-0073,WH-LYON,2024-04-20,2024-05-09,2024-05-11,872,872,1
PO-00010451,SUP-001,SKU-0073,WH-LYON,2024-06-13,2024-07-02,2024-07-23,872,872,1
PO-00010452,SUP-001,SKU-0073,WH-LYON,2024-08-23,2024-09-11,2024-09-08,872,811,0
PO-00010453,SUP-001,SKU-0073,WH-LYON,2024-10-10,2024-10-29,2024-10-29,872,821,0
PO-00010454,SUP-001,SKU-0073,WH-LYON,2024-11-26,2024-12-15,2024-12-09,872,744,0
PO-00010455,SUP-001,SKU-0073,WH-LYON,2024-12-29,2025-01-17,2025-01-21,872,794,1
PO-00010456,SUP-001,SKU-0073,WH-LYON,2025-02-20,2025-03-11,2025-03-14,872,865,1
PO-00010457,SUP-001,SKU-0073,WH-LYON,2025-04-10,2025-04-29,2025-04-23,872,771,0
PO-00010458,SUP-001,SKU-0073,WH-LYON,2025-05-29,2025-06-17,2025-06-13,872,872,0
PO-00010459,SUP-001,SKU-0073,WH-LYON,2025-07-12,2025-07-31,2025-08-20,872,712,1
PO-00010460,SUP-001,SKU-0073,WH-LYON,2025-09-12,2025-10-01,2025-10-07,872,764,1
PO-00010461,SUP-001,SKU-0073,WH-LYON,2025-11-04,2025-11-23,2025-11-19,872,858,0
PO-00010462,SUP-001,SKU-0073,WH-LYON,2025-12-17,2026-01-05,2026-01-12,872,860,1
PO-00010463,SUP-001,SKU-0074,WH-LIS,2024-01-27,2024-02-12,2024-02-12,1260,1225,0
PO-00010464,SUP-001,SKU-0074,WH-LIS,2024-03-12,2024-03-28,2024-04-18,1277,1197,1
PO-00010465,SUP-001,SKU-0074,WH-LIS,2024-05-08,2024-05-24,2024-05-16,1246,1071,0
PO-00010466,SUP-001,SKU-0074,WH-LIS,2024-06-19,2024-07-05,2024-07-16,1254,1075,1
PO-00010467,SUP-001,SKU-0074,WH-LIS,2024-07-30,2024-08-15,2024-09-09,1266,1251,1
PO-00010468,SUP-001,SKU-0074,WH-LIS,2024-10-07,2024-10-23,2024-10-24,1251,1163,1
PO-00010469,SUP-001,SKU-0074,WH-LIS,2024-11-24,2024-12-10,2024-12-29,1251,1053,1
PO-00010470,SUP-001,SKU-0074,WH-LIS,2025-01-18,2025-02-03,2025-01-26,1252,1110,0
PO-00010471,SUP-001,SKU-0074,WH-LIS,2025-03-06,2025-03-22,2025-03-25,1262,1262,1
PO-00010472,SUP-001,SKU-0074,WH-LIS,2025-04-25,2025-05-11,2025-05-14,1251,1137,1
PO-00010473,SUP-001,SKU-0074,WH-LIS,2025-06-03,2025-06-19,2025-06-10,1254,1145,0
PO-00010474,SUP-001,SKU-0074,WH-LIS,2025-07-12,2025-07-28,2025-07-25,1267,1240,0
PO-00010475,SUP-001,SKU-0074,WH-LIS,2025-08-29,2025-09-14,2025-09-22,1282,1023,1
PO-00010476,SUP-001,SKU-0074,WH-LIS,2025-10-07,2025-10-23,2025-10-18,1251,1251,0
PO-00010477,SUP-001,SKU-0074,WH-LIS,2025-11-27,2025-12-13,2025-12-18,1255,1109,1
PO-00010478,SUP-001,SKU-0074,WH-PORTO,2024-02-20,2024-03-07,2024-03-03,1052,924,0
PO-00010479,SUP-001,SKU-0074,WH-PORTO,2024-04-08,2024-04-24,2024-04-16,1044,884,0
PO-00010480,SUP-001,SKU-0074,WH-PORTO,2024-05-10,2024-05-26,2024-05-29,1050,1026,1
PO-00010481,SUP-001,SKU-0074,WH-PORTO,2024-06-26,2024-07-12,2024-07-14,1022,827,1
PO-00010482,SUP-001,SKU-0074,WH-PORTO,2024-07-27,2024-08-12,2024-08-12,1036,912,0
PO-00010483,SUP-001,SKU-0074,WH-PORTO,2024-08-29,2024-09-14,2024-09-10,1025,1025,0
PO-00010484,SUP-001,SKU-0074,WH-PORTO,2024-10-09,2024-10-25,2024-10-10,1034,807,0
PO-00010485,SUP-001,SKU-0074,WH-PORTO,2024-11-11,2024-11-27,2024-12-06,1023,930,1
PO-00010486,SUP-001,SKU-0074,WH-PORTO,2024-12-21,2025-01-06,2024-12-30,1036,860,0
PO-00010487,SUP-001,SKU-0074,WH-PORTO,2025-01-27,2025-02-12,2025-02-10,1040,980,0
PO-00010488,SUP-001,SKU-0074,WH-PORTO,2025-03-20,2025-04-05,2025-04-01,1055,1016,0
PO-00010489,SUP-001,SKU-0074,WH-PORTO,2025-05-07,2025-05-23,2025-05-28,1049,1049,1
PO-00010490,SUP-001,SKU-0074,WH-PORTO,2025-06-21,2025-07-07,2025-07-04,1049,996,0
PO-00010491,SUP-001,SKU-0074,WH-PORTO,2025-07-27,2025-08-12,2025-08-15,1026,972,1
PO-00010492,SUP-001,SKU-0074,WH-PORTO,2025-09-08,2025-09-24,2025-10-02,1040,1006,1
PO-00010493,SUP-001,SKU-0074,WH-PORTO,2025-10-25,2025-11-10,2025-11-20,1058,942,1
PO-00010494,SUP-001,SKU-0074,WH-PORTO,2025-12-10,2025-12-26,2026-01-03,1024,923,1
PO-00010495,SUP-001,SKU-0074,WH-MAD,2024-01-23,2024-02-08,2024-02-15,1089,953,1
PO-00010496,SUP-001,SKU-0074,WH-MAD,2024-03-07,2024-03-23,2024-03-21,1097,1027,0
PO-00010497,SUP-001,SKU-0074,WH-MAD,2024-04-17,2024-05-03,2024-05-02,1075,949,0
PO-00010498,SUP-001,SKU-0074,WH-MAD,2024-05-27,2024-06-12,2024-06-15,1098,988,1
PO-00010499,SUP-001,SKU-0074,WH-MAD,2024-07-04,2024-07-20,2024-07-24,1110,948,1
PO-00010500,SUP-001,SKU-0074,WH-MAD,2024-08-03,2024-08-19,2024-08-13,1073,995,0
PO-00010501,SUP-001,SKU-0074,WH-MAD,2024-09-05,2024-09-21,2024-09-27,1077,1075,1
PO-00010502,SUP-001,SKU-0074,WH-MAD,2024-10-17,2024-11-02,2024-10-27,1105,930,0
PO-00010503,SUP-001,SKU-0074,WH-MAD,2024-11-24,2024-12-10,2024-12-17,1089,863,1
PO-00010504,SUP-001,SKU-0074,WH-MAD,2024-12-23,2025-01-08,2025-01-28,1117,906,1
PO-00010505,SUP-001,SKU-0074,WH-MAD,2025-02-13,2025-03-01,2025-02-26,1106,930,0
PO-00010506,SUP-001,SKU-0074,WH-MAD,2025-03-21,2025-04-06,2025-03-28,1071,1025,0
PO-00010507,SUP-001,SKU-0074,WH-MAD,2025-05-01,2025-05-17,2025-05-14,1092,1024,0
PO-00010508,SUP-001,SKU-0074,WH-MAD,2025-06-05,2025-06-21,2025-06-25,1097,1082,1
PO-00010509,SUP-001,SKU-0074,WH-MAD,2025-07-14,2025-07-30,2025-07-31,1089,1010,1
PO-00010510,SUP-001,SKU-0074,WH-MAD,2025-08-21,2025-09-06,2025-09-07,1095,1095,1
PO-00010511,SUP-001,SKU-0074,WH-MAD,2025-09-26,2025-10-12,2025-10-21,1075,1035,1
PO-00010512,SUP-001,SKU-0074,WH-MAD,2025-11-07,2025-11-23,2025-12-03,1080,961,1
PO-00010513,SUP-001,SKU-0074,WH-MAD,2025-12-16,2026-01-01,2025-12-28,1099,1099,0
PO-00010514,SUP-001,SKU-0074,WH-LYON,2024-02-11,2024-02-27,2024-03-09,872,816,1
PO-00010515,SUP-001,SKU-0074,WH-LYON,2024-04-02,2024-04-18,2024-05-12,872,841,1
PO-00010516,SUP-001,SKU-0074,WH-LYON,2024-05-31,2024-06-16,2024-06-13,872,775,0
PO-00010517,SUP-001,SKU-0074,WH-LYON,2024-07-06,2024-07-22,2024-08-07,872,778,1
PO-00010518,SUP-001,SKU-0074,WH-LYON,2024-08-27,2024-09-12,2024-09-28,872,784,1
PO-00010519,SUP-001,SKU-0074,WH-LYON,2024-10-13,2024-10-29,2024-11-18,872,865,1
PO-00010520,SUP-001,SKU-0074,WH-LYON,2024-12-10,2024-12-26,2024-12-30,872,727,1
PO-00010521,SUP-001,SKU-0074,WH-LYON,2025-01-20,2025-02-05,2025-01-29,872,808,0
PO-00010522,SUP-001,SKU-0074,WH-LYON,2025-03-06,2025-03-22,2025-03-27,872,817,1
PO-00010523,SUP-001,SKU-0074,WH-LYON,2025-04-20,2025-05-06,2025-05-03,872,867,0
PO-00010524,SUP-001,SKU-0074,WH-LYON,2025-06-04,2025-06-20,2025-06-15,872,872,0
PO-00010525,SUP-001,SKU-0074,WH-LYON,2025-07-20,2025-08-05,2025-08-15,872,757,1
PO-00010526,SUP-001,SKU-0074,WH-LYON,2025-09-06,2025-09-22,2025-09-29,872,872,1
PO-00010527,SUP-001,SKU-0074,WH-LYON,2025-10-28,2025-11-13,2025-11-14,872,820,1
PO-00010528,SUP-001,SKU-0074,WH-LYON,2025-12-08,2025-12-24,2025-12-27,872,866,1
PO-00010529,SUP-002,SKU-0075,WH-LIS,2024-02-05,2024-02-28,2024-02-20,748,668,0
PO-00010530,SUP-002,SKU-0075,WH-LIS,2024-06-03,2024-06-26,2024-06-24,748,680,0
PO-00010531,SUP-002,SKU-0075,WH-LIS,2024-09-26,2024-10-19,2024-10-31,748,728,1
PO-00010532,SUP-002,SKU-0075,WH-LIS,2025-01-28,2025-02-20,2025-02-07,748,736,0
PO-00010533,SUP-002,SKU-0075,WH-LIS,2025-06-05,2025-06-28,2025-06-24,748,655,0
PO-00010534,SUP-002,SKU-0075,WH-LIS,2025-09-22,2025-10-15,2025-10-22,748,709,1
PO-00010535,SUP-002,SKU-0075,WH-PORTO,2024-02-07,2024-03-01,2024-03-06,748,695,1
PO-00010536,SUP-002,SKU-0075,WH-PORTO,2024-06-17,2024-07-10,2024-07-04,748,743,0
PO-00010537,SUP-002,SKU-0075,WH-PORTO,2024-10-27,2024-11-19,2024-11-21,748,673,1
PO-00010538,SUP-002,SKU-0075,WH-PORTO,2025-02-23,2025-03-18,2025-03-27,748,666,1
PO-00010539,SUP-002,SKU-0075,WH-PORTO,2025-06-24,2025-07-17,2025-08-01,748,680,1
PO-00010540,SUP-002,SKU-0075,WH-PORTO,2025-11-09,2025-12-02,2025-12-12,748,719,1
PO-00010541,SUP-002,SKU-0075,WH-MAD,2024-01-20,2024-02-12,2024-02-15,748,709,1
PO-00010542,SUP-002,SKU-0075,WH-MAD,2024-06-01,2024-06-24,2024-07-10,748,655,1
PO-00010543,SUP-002,SKU-0075,WH-MAD,2024-10-11,2024-11-03,2024-11-14,748,713,1
PO-00010544,SUP-002,SKU-0075,WH-MAD,2025-02-20,2025-03-15,2025-03-20,748,633,1
PO-00010545,SUP-002,SKU-0075,WH-MAD,2025-06-19,2025-07-12,2025-07-23,748,678,1
PO-00010546,SUP-002,SKU-0075,WH-MAD,2025-10-30,2025-11-22,2025-11-20,748,748,0
PO-00010547,SUP-002,SKU-0075,WH-LYON,2024-02-01,2024-02-24,2024-03-02,748,714,1
PO-00010548,SUP-002,SKU-0075,WH-LYON,2024-07-18,2024-08-10,2024-08-11,748,748,1
PO-00010549,SUP-002,SKU-0075,WH-LYON,2024-12-23,2025-01-15,2024-12-24,748,733,0
PO-00010550,SUP-002,SKU-0075,WH-LYON,2025-06-12,2025-07-05,2025-07-12,748,593,1
PO-00010551,SUP-002,SKU-0075,WH-LYON,2025-10-21,2025-11-13,2025-10-24,748,686,0
PO-00010552,SUP-008,SKU-0076,WH-LIS,2024-01-29,2024-02-12,2024-02-14,440,433,1
PO-00010553,SUP-008,SKU-0076,WH-LIS,2024-03-05,2024-03-19,2024-03-18,431,426,0
PO-00010554,SUP-008,SKU-0076,WH-LIS,2024-04-09,2024-04-23,2024-04-21,437,429,0
PO-00010555,SUP-008,SKU-0076,WH-LIS,2024-05-11,2024-05-25,2024-05-26,436,416,1
PO-00010556,SUP-008,SKU-0076,WH-LIS,2024-06-08,2024-06-22,2024-06-20,441,431,0
PO-00010557,SUP-008,SKU-0076,WH-LIS,2024-07-05,2024-07-19,2024-07-18,434,419,0
PO-00010558,SUP-008,SKU-0076,WH-LIS,2024-08-04,2024-08-18,2024-08-16,440,438,0
PO-00010559,SUP-008,SKU-0076,WH-LIS,2024-09-02,2024-09-16,2024-09-13,437,430,0
PO-00010560,SUP-008,SKU-0076,WH-LIS,2024-10-04,2024-10-18,2024-10-19,438,438,1
PO-00010561,SUP-008,SKU-0076,WH-LIS,2024-11-05,2024-11-19,2024-11-20,434,420,1
PO-00010562,SUP-008,SKU-0076,WH-LIS,2024-12-03,2024-12-17,2024-12-14,438,420,0
PO-00010563,SUP-008,SKU-0076,WH-LIS,2024-12-26,2025-01-09,2025-01-19,435,422,1
PO-00010564,SUP-008,SKU-0076,WH-LIS,2025-01-31,2025-02-14,2025-02-12,437,426,0
PO-00010565,SUP-008,SKU-0076,WH-LIS,2025-03-03,2025-03-17,2025-03-16,442,442,0
PO-00010566,SUP-008,SKU-0076,WH-LIS,2025-04-07,2025-04-21,2025-04-18,432,424,0
PO-00010567,SUP-008,SKU-0076,WH-LIS,2025-05-12,2025-05-26,2025-05-28,445,445,1
PO-00010568,SUP-008,SKU-0076,WH-LIS,2025-06-14,2025-06-28,2025-06-30,445,442,1
PO-00010569,SUP-008,SKU-0076,WH-LIS,2025-07-13,2025-07-27,2025-07-26,434,429,0
PO-00010570,SUP-008,SKU-0076,WH-LIS,2025-08-10,2025-08-24,2025-08-23,436,420,0
PO-00010571,SUP-008,SKU-0076,WH-LIS,2025-09-09,2025-09-23,2025-09-21,439,435,0
PO-00010572,SUP-008,SKU-0076,WH-LIS,2025-10-09,2025-10-23,2025-10-22,442,431,0
PO-00010573,SUP-008,SKU-0076,WH-LIS,2025-11-08,2025-11-22,2025-11-21,431,420,0
PO-00010574,SUP-008,SKU-0076,WH-LIS,2025-12-05,2025-12-19,2025-12-23,432,426,1
PO-00010575,SUP-008,SKU-0076,WH-PORTO,2024-01-19,2024-02-02,2024-02-03,346,338,1
PO-00010576,SUP-008,SKU-0076,WH-PORTO,2024-02-19,2024-03-04,2024-03-05,346,340,1
PO-00010577,SUP-008,SKU-0076,WH-PORTO,2024-03-25,2024-04-08,2024-04-08,346,332,0
PO-00010578,SUP-008,SKU-0076,WH-PORTO,2024-04-26,2024-05-10,2024-05-12,346,345,1
PO-00010579,SUP-008,SKU-0076,WH-PORTO,2024-05-30,2024-06-13,2024-06-13,346,340,0
PO-00010580,SUP-008,SKU-0076,WH-PORTO,2024-06-30,2024-07-14,2024-07-12,346,342,0
PO-00010581,SUP-008,SKU-0076,WH-PORTO,2024-07-24,2024-08-07,2024-08-05,346,344,0
PO-00010582,SUP-008,SKU-0076,WH-PORTO,2024-08-27,2024-09-10,2024-09-06,346,337,0
PO-00010583,SUP-008,SKU-0076,WH-PORTO,2024-09-26,2024-10-10,2024-10-12,346,336,1
PO-00010584,SUP-008,SKU-0076,WH-PORTO,2024-10-27,2024-11-10,2024-11-08,346,346,0
PO-00010585,SUP-008,SKU-0076,WH-PORTO,2024-11-21,2024-12-05,2024-12-07,346,340,1
PO-00010586,SUP-008,SKU-0076,WH-PORTO,2024-12-20,2025-01-03,2025-01-03,346,340,0
PO-00010587,SUP-008,SKU-0076,WH-PORTO,2025-01-17,2025-01-31,2025-01-29,346,346,0
PO-00010588,SUP-008,SKU-0076,WH-PORTO,2025-02-20,2025-03-06,2025-03-09,346,346,1
PO-00010589,SUP-008,SKU-0076,WH-PORTO,2025-03-24,2025-04-07,2025-04-12,346,341,1
PO-00010590,SUP-008,SKU-0076,WH-PORTO,2025-04-24,2025-05-08,2025-05-09,346,343,1
PO-00010591,SUP-008,SKU-0076,WH-PORTO,2025-05-28,2025-06-11,2025-06-10,346,339,0
PO-00010592,SUP-008,SKU-0076,WH-PORTO,2025-06-23,2025-07-07,2025-07-08,346,332,1
PO-00010593,SUP-008,SKU-0076,WH-PORTO,2025-07-20,2025-08-03,2025-08-06,346,346,1
PO-00010594,SUP-008,SKU-0076,WH-PORTO,2025-08-18,2025-09-01,2025-09-02,346,341,1
PO-00010595,SUP-008,SKU-0076,WH-PORTO,2025-09-18,2025-10-02,2025-10-02,346,345,0
PO-00010596,SUP-008,SKU-0076,WH-PORTO,2025-10-19,2025-11-02,2025-11-04,346,340,1
PO-00010597,SUP-008,SKU-0076,WH-PORTO,2025-11-16,2025-11-30,2025-11-29,346,337,0
PO-00010598,SUP-008,SKU-0076,WH-PORTO,2025-12-13,2025-12-27,2026-01-02,346,346,1
PO-00010599,SUP-008,SKU-0076,WH-MAD,2024-01-15,2024-01-29,2024-01-24,363,355,0
PO-00010600,SUP-008,SKU-0076,WH-MAD,2024-02-08,2024-02-22,2024-02-20,370,362,0
PO-00010601,SUP-008,SKU-0076,WH-MAD,2024-03-05,2024-03-19,2024-03-17,370,367,0
PO-00010602,SUP-008,SKU-0076,WH-MAD,2024-04-02,2024-04-16,2024-04-09,365,352,0
PO-00010603,SUP-008,SKU-0076,WH-MAD,2024-04-27,2024-05-11,2024-05-16,368,354,1
PO-00010604,SUP-008,SKU-0076,WH-MAD,2024-05-25,2024-06-08,2024-06-18,366,361,1
PO-00010605,SUP-008,SKU-0076,WH-MAD,2024-07-01,2024-07-15,2024-07-17,371,371,1
PO-00010606,SUP-008,SKU-0076,WH-MAD,2024-07-30,2024-08-13,2024-08-15,383,382,1
PO-00010607,SUP-008,SKU-0076,WH-MAD,2024-08-25,2024-09-08,2024-09-06,363,356,0
PO-00010608,SUP-008,SKU-0076,WH-MAD,2024-09-22,2024-10-06,2024-10-14,360,353,1
PO-00010609,SUP-008,SKU-0076,WH-MAD,2024-10-24,2024-11-07,2024-11-09,369,363,1
PO-00010610,SUP-008,SKU-0076,WH-MAD,2024-11-18,2024-12-02,2024-12-05,363,359,1
PO-00010611,SUP-008,SKU-0076,WH-MAD,2024-12-11,2024-12-25,2024-12-27,363,351,1
PO-00010612,SUP-008,SKU-0076,WH-MAD,2025-01-04,2025-01-18,2025-01-15,364,358,0
